user_id,first_competency_clicked,project_created
1389,Creativity,0
1390,Collaboration,0
1391,Critical Thinking,0
1392,Critical Thinking,0
1393,Critical Thinking,0
1394,Communication,0
1395,Collaboration,1
1396,Creativity,0
1397,Collaboration,0
1398,Critical Thinking,0
1399,Communication,0
1400,Communication,0
1401,Critical Thinking,0
1402,Critical Thinking,1
1403,Critical Thinking,0
1404,Communication,1
1405,Communication,0
1406,Collaboration,0
1407,Creativity,0
1408,Creativity,0
1409,Communication,0
1410,Creativity,1
1411,Critical Thinking,0
1412,Critical Thinking,0
1413,Collaboration,0
1414,Critical Thinking,0
1415,Communication,0
1416,Creativity,0
1417,Critical Thinking,0
1418,Critical Thinking,1
1419,Collaboration,0
1420,Creativity,0
1421,Collaboration,1
1422,Communication,0
1423,Critical Thinking,0
1424,Critical Thinking,0
1425,Creativity,0
1426,Creativity,0
1427,Critical Thinking,1
1428,Creativity,0
1429,Communication,0
1430,Creativity,0
1431,Collaboration,0
1432,Communication,1
1433,Collaboration,0
1434,Communication,0
1435,Critical Thinking,0
1436,Critical Thinking,0
1437,Collaboration,0
1438,Communication,0
1439,Critical Thinking,0
1440,Communication,0
1441,Creativity,0
1442,Critical Thinking,0
1443,Communication,0
1444,Collaboration,0
1445,Creativity,0
1446,Critical Thinking,0
1447,Communication,1
1448,Creativity,0
1449,Creativity,0
1450,Communication,0
1451,Collaboration,0
1452,Communication,1
1453,Creativity,0
1454,Communication,0
1455,Critical Thinking,1
1456,Creativity,0
1457,Communication,0
1458,Communication,0
1459,Critical Thinking,0
1460,Communication,0
1461,Collaboration,0
1462,Communication,0
1463,Critical Thinking,1
1464,Communication,0
1465,Creativity,0
1466,Critical Thinking,0
1467,Creativity,0
1468,Collaboration,0
1469,Creativity,1
1470,Creativity,0
1471,Communication,0
1472,Communication,0
1473,Creativity,0
1474,Collaboration,1
1475,Collaboration,0
1476,Communication,1
1477,Creativity,0
1478,Creativity,0
1479,Creativity,0
1480,Collaboration,0
1481,Creativity,0
1482,Critical Thinking,0
1483,Communication,0
1484,Critical Thinking,0
1485,Collaboration,0
1486,Collaboration,0
1487,Collaboration,1
1488,Communication,0
1489,Collaboration,0
1490,Collaboration,0
1491,Critical Thinking,0
1492,Collaboration,0
1493,Critical Thinking,0
1494,Critical Thinking,0
1495,Communication,1
1496,Communication,0
1497,Communication,0
1498,Collaboration,0
1499,Collaboration,0
1500,Creativity,0
1501,Communication,0
1502,Collaboration,0
1503,Critical Thinking,0
1504,Collaboration,0
1505,Collaboration,0
1506,Collaboration,0
1507,Communication,0
1508,Communication,1
1509,Communication,0
1510,Creativity,0
1511,Creativity,0
1512,Communication,0
1513,Creativity,1
1514,Critical Thinking,0
1515,Critical Thinking,0
1516,Critical Thinking,0
1517,Communication,0
1518,Creativity,0
1519,Critical Thinking,1
1520,Creativity,0
1521,Critical Thinking,0
1522,Creativity,0
1523,Collaboration,0
1524,Critical Thinking,0
1525,Collaboration,0
1526,Collaboration,1
1527,Collaboration,0
1528,Collaboration,0
1529,Creativity,0
1530,Communication,0
1531,Collaboration,0
1532,Communication,1
1533,Communication,1
1534,Collaboration,0
1535,Collaboration,0
1536,Critical Thinking,0
1537,Critical Thinking,0
1538,Communication,1
1539,Critical Thinking,0
1540,Communication,0
1541,Communication,0
1542,Critical Thinking,0
1543,Communication,1
1544,Collaboration,0
1545,Creativity,0
1546,Collaboration,0
1547,Creativity,0
1548,Communication,0
1549,Critical Thinking,0
1550,Communication,0
1551,Creativity,0
1552,Communication,0
1553,Creativity,0
1554,Creativity,0
1555,Critical Thinking,0
1556,Critical Thinking,0
1557,Communication,0
1558,Collaboration,0
1559,Creativity,0
1560,Creativity,1
1561,Collaboration,0
1562,Critical Thinking,0
1563,Creativity,0
1564,Collaboration,0
1565,Creativity,0
1566,Collaboration,0
1567,Communication,0
1568,Critical Thinking,0
1569,Communication,0
1570,Collaboration,0
1571,Communication,0
1572,Critical Thinking,0
1573,Communication,0
1574,Creativity,1
1575,Critical Thinking,0
1576,Critical Thinking,0
1577,Critical Thinking,1
1578,Communication,0
1579,Communication,0
1580,Communication,0
1581,Critical Thinking,1
1582,Collaboration,1
1583,Communication,0
1584,Collaboration,0
1585,Creativity,0
1586,Critical Thinking,0
1587,Communication,0
1588,Collaboration,0
1589,Collaboration,0
1590,Communication,0
1591,Communication,0
1592,Creativity,0
1593,Critical Thinking,0
1594,Critical Thinking,0
1595,Communication,0
1596,Communication,0
1597,Collaboration,0
1598,Critical Thinking,0
1599,Critical Thinking,1
1600,Creativity,0
1601,Critical Thinking,0
1602,Collaboration,0
1603,Critical Thinking,0
1604,Collaboration,0
1605,Critical Thinking,0
1606,Communication,0
1607,Critical Thinking,0
1608,Creativity,0
1609,Critical Thinking,1
1610,Communication,0
1611,Creativity,1
1612,Communication,0
1613,Communication,0
1614,Collaboration,0
1615,Collaboration,0
1616,Communication,0
1617,Creativity,0
1618,Communication,0
1619,Communication,0
1620,Communication,0
1621,Collaboration,0
1622,Critical Thinking,0
1623,Communication,0
1624,Creativity,0
1625,Critical Thinking,0
1626,Communication,0
1627,Critical Thinking,0
1628,Communication,0
1629,Critical Thinking,0
1630,Collaboration,0
1631,Creativity,0
1632,Collaboration,0
1633,Communication,0
1634,Creativity,0
1635,Creativity,0
1636,Critical Thinking,0
1637,Collaboration,1
1638,Critical Thinking,0
1639,Creativity,0
1640,Creativity,0
1641,Communication,0
1642,Creativity,0
1643,Communication,0
1644,Communication,1
1645,Critical Thinking,0
1646,Creativity,0
1647,Critical Thinking,1
1648,Creativity,1
1649,Creativity,0
1650,Communication,0
1651,Critical Thinking,0
1652,Collaboration,0
1653,Collaboration,0
1654,Collaboration,0
1655,Critical Thinking,0
1656,Creativity,0
1657,Communication,0
1658,Collaboration,0
1659,Collaboration,0
1660,Collaboration,0
1661,Communication,0
1662,Communication,0
1663,Creativity,0
1664,Collaboration,0
1665,Creativity,1
1666,Creativity,0
1667,Critical Thinking,0
1668,Creativity,0
1669,Critical Thinking,0
1670,Creativity,0
1671,Collaboration,0
1672,Creativity,0
1673,Creativity,0
1674,Creativity,0
1675,Creativity,0
1676,Collaboration,0
1677,Critical Thinking,0
1678,Collaboration,0
1679,Critical Thinking,0
1680,Communication,0
1681,Collaboration,0
1682,Creativity,0
1683,Communication,1
1684,Creativity,0
1685,Critical Thinking,0
1686,Creativity,0
1687,Creativity,0
1688,Collaboration,0
1689,Communication,0
1690,Creativity,0
1691,Critical Thinking,0
1692,Communication,0
1693,Collaboration,0
1694,Critical Thinking,0
1695,Collaboration,0
1696,Critical Thinking,0
1697,Critical Thinking,0
1698,Critical Thinking,0
1699,Creativity,0
1700,Communication,0
1701,Creativity,0
1702,Collaboration,0
1703,Collaboration,0
1704,Communication,0
1705,Collaboration,0
1706,Critical Thinking,0
1707,Communication,1
1708,Critical Thinking,0
1709,Communication,0
1710,Communication,1
1711,Critical Thinking,0
1712,Critical Thinking,0
1713,Creativity,0
1714,Collaboration,0
1715,Critical Thinking,0
1716,Creativity,0
1717,Critical Thinking,0
1718,Communication,0
1719,Creativity,0
1720,Critical Thinking,0
1721,Critical Thinking,0
1722,Critical Thinking,0
1723,Collaboration,0
1724,Critical Thinking,0
1725,Communication,0
1726,Critical Thinking,0
1727,Communication,0
1728,Creativity,0
1729,Creativity,1
1730,Communication,0
1731,Collaboration,0
1732,Communication,0
1733,Communication,1
1734,Collaboration,0
1735,Critical Thinking,0
1736,Creativity,0
1737,Collaboration,1
1738,Critical Thinking,0
1739,Collaboration,0
1740,Collaboration,1
1741,Creativity,0
1742,Communication,0
1743,Creativity,0
1744,Critical Thinking,0
1745,Collaboration,0
1746,Collaboration,1
1747,Critical Thinking,0
1748,Collaboration,0
1749,Creativity,1
1750,Critical Thinking,0
1751,Communication,0
1752,Critical Thinking,0
1753,Critical Thinking,0
1754,Critical Thinking,0
1755,Creativity,0
1756,Creativity,0
1757,Creativity,0
1758,Collaboration,0
1759,Critical Thinking,1
1760,Communication,0
1761,Collaboration,0
1762,Creativity,0
1763,Critical Thinking,0
1764,Collaboration,0
1765,Critical Thinking,0
1766,Collaboration,1
1767,Communication,1
1768,Collaboration,0
1769,Collaboration,0
1770,Collaboration,0
1771,Collaboration,0
1772,Creativity,1
1773,Creativity,0
1774,Creativity,0
1775,Creativity,0
1776,Collaboration,0
1777,Communication,0
1778,Collaboration,0
1779,Collaboration,1
1780,Creativity,0
1781,Critical Thinking,0
1782,Creativity,0
1783,Collaboration,0
1784,Communication,0
1785,Communication,0
1786,Creativity,1
1787,Communication,1
1788,Communication,0
1789,Critical Thinking,0
1790,Communication,0
1791,Critical Thinking,0
1792,Communication,0
1793,Communication,0
1794,Communication,0
1795,Critical Thinking,0
1796,Critical Thinking,0
1797,Communication,1
1798,Critical Thinking,0
1799,Critical Thinking,0
1800,Critical Thinking,0
1801,Creativity,0
1802,Communication,0
1803,Collaboration,0
1804,Collaboration,0
1805,Collaboration,0
1806,Creativity,0
1807,Communication,0
1808,Critical Thinking,0
1809,Critical Thinking,0
1810,Critical Thinking,0
1811,Communication,0
1812,Creativity,0
1813,Collaboration,0
1814,Critical Thinking,0
1815,Critical Thinking,0
1816,Creativity,0
1817,Collaboration,0
1818,Creativity,1
1819,Communication,0
1820,Collaboration,0
1821,Critical Thinking,0
1822,Critical Thinking,0
1823,Communication,1
1824,Creativity,1
1825,Communication,0
1826,Communication,0
1827,Critical Thinking,0
1828,Creativity,0
1829,Creativity,0
1830,Collaboration,0
1831,Creativity,1
1832,Communication,0
1833,Communication,0
1834,Communication,1
1835,Creativity,1
1836,Communication,0
1837,Critical Thinking,0
1838,Collaboration,0
1839,Creativity,0
1840,Critical Thinking,1
1841,Collaboration,1
1842,Collaboration,0
1843,Collaboration,0
1844,Communication,0
1845,Creativity,1
1846,Critical Thinking,0
1847,Critical Thinking,0
1848,Critical Thinking,0
1849,Creativity,0
1850,Communication,0
1851,Collaboration,0
1852,Creativity,1
1853,Creativity,1
1854,Creativity,0
1855,Creativity,0
1856,Collaboration,0
1857,Creativity,0
1858,Collaboration,0
1859,Creativity,1
1860,Communication,0
1861,Creativity,0
1862,Communication,1
1863,Critical Thinking,1
1864,Communication,0
1865,Creativity,0
1866,Creativity,0
1867,Critical Thinking,0
1868,Critical Thinking,0
1869,Critical Thinking,0
1870,Communication,1
1871,Creativity,0
1872,Critical Thinking,0
1873,Communication,0
1874,Creativity,0
1875,Communication,0
1876,Communication,0
1877,Communication,0
1878,Communication,0
1879,Collaboration,0
1880,Communication,0
1881,Communication,0
1882,Creativity,0
1883,Communication,0
1884,Creativity,0
1885,Critical Thinking,1
1886,Collaboration,1
1887,Critical Thinking,0
1888,Critical Thinking,0
1889,Communication,0
1890,Creativity,0
1891,Critical Thinking,0
1892,Collaboration,1
1893,Creativity,1
1894,Critical Thinking,0
1895,Communication,0
1896,Communication,1
1897,Communication,0
1898,Critical Thinking,0
1899,Collaboration,0
1900,Creativity,0
1901,Communication,0
1902,Critical Thinking,0
1903,Creativity,0
1904,Critical Thinking,0
1905,Communication,0
1906,Critical Thinking,0
1907,Creativity,0
1908,Collaboration,0
1909,Collaboration,0
1910,Critical Thinking,0
1911,Collaboration,0
1912,Creativity,1
1913,Creativity,0
1914,Collaboration,0
1915,Collaboration,0
1916,Communication,0
1917,Creativity,0
1918,Communication,1
1919,Collaboration,0
1920,Collaboration,0
1921,Communication,1
1922,Critical Thinking,0
1923,Communication,0
1924,Collaboration,0
1925,Creativity,0
1926,Critical Thinking,0
1927,Communication,0
1928,Collaboration,0
1929,Communication,0
1930,Critical Thinking,0
1931,Communication,0
1932,Communication,0
1933,Communication,0
1934,Communication,0
1935,Communication,1
1936,Creativity,0
1937,Collaboration,0
1938,Creativity,0
1939,Collaboration,0
1940,Critical Thinking,0
1941,Critical Thinking,0
1942,Collaboration,0
1943,Creativity,0
1944,Communication,0
1945,Creativity,0
1946,Communication,0
1947,Collaboration,0
1948,Critical Thinking,0
1949,Collaboration,0
1950,Collaboration,0
1951,Critical Thinking,0
1952,Critical Thinking,0
1953,Communication,0
1954,Communication,0
1955,Creativity,0
1956,Creativity,0
1957,Communication,0
1958,Collaboration,0
1959,Communication,0
1960,Creativity,1
1961,Critical Thinking,0
1962,Collaboration,0
1963,Creativity,1
1964,Collaboration,0
1965,Communication,0
1966,Communication,0
1967,Critical Thinking,0
1968,Collaboration,0
1969,Collaboration,0
1970,Critical Thinking,0
1971,Critical Thinking,0
1972,Creativity,0
1973,Collaboration,0
1974,Communication,0
1975,Collaboration,0
1976,Creativity,0
1977,Collaboration,0
1978,Collaboration,0
1979,Creativity,0
1980,Creativity,0
1981,Critical Thinking,0
1982,Creativity,0
1983,Collaboration,1
1984,Collaboration,0
1985,Critical Thinking,0
1986,Critical Thinking,0
1987,Communication,0
1988,Collaboration,0
1989,Collaboration,0
1990,Communication,0
1991,Creativity,1
1992,Critical Thinking,0
1993,Communication,0
1994,Critical Thinking,0
1995,Creativity,1
1996,Communication,0
1997,Creativity,0
1998,Critical Thinking,1
1999,Critical Thinking,0
2000,Collaboration,0
2001,Collaboration,0
2002,Critical Thinking,0
2003,Creativity,0
2004,Critical Thinking,0
2005,Collaboration,0
2006,Creativity,0
2007,Collaboration,0
2008,Creativity,0
2009,Critical Thinking,0
2010,Collaboration,0
2011,Critical Thinking,0
2012,Critical Thinking,0
2013,Creativity,0
2014,Critical Thinking,0
2015,Communication,0
2016,Collaboration,0
2017,Collaboration,0
2018,Creativity,0
2019,Critical Thinking,0
2020,Communication,0
2021,Creativity,0
2022,Communication,0
2023,Creativity,1
2024,Critical Thinking,0
2025,Collaboration,0
2026,Collaboration,0
2027,Communication,0
2028,Creativity,1
2029,Collaboration,0
2030,Communication,0
2031,Critical Thinking,0
2032,Communication,0
2033,Collaboration,0
2034,Creativity,0
2035,Communication,0
2036,Collaboration,0
2037,Critical Thinking,0
2038,Critical Thinking,0
2039,Critical Thinking,0
2040,Collaboration,0
2041,Creativity,0
2042,Communication,0
2043,Communication,0
2044,Critical Thinking,0
2045,Creativity,1
2046,Communication,0
2047,Critical Thinking,0
2048,Communication,0
2049,Communication,0
2050,Critical Thinking,0
2051,Collaboration,0
2052,Collaboration,0
2053,Critical Thinking,1
2054,Creativity,0
2055,Creativity,0
2056,Communication,0
2057,Collaboration,0
2058,Collaboration,0
2059,Communication,1
2060,Communication,1
2061,Critical Thinking,1
2062,Communication,0
2063,Creativity,0
2064,Collaboration,0
2065,Critical Thinking,0
2066,Creativity,0
2067,Critical Thinking,0
2068,Collaboration,0
2069,Critical Thinking,0
2070,Collaboration,0
2071,Creativity,0
2072,Communication,0
2073,Critical Thinking,0
2074,Creativity,0
2075,Creativity,0
2076,Creativity,0
2077,Critical Thinking,0
2078,Collaboration,0
2079,Creativity,0
2080,Creativity,0
2081,Critical Thinking,0
2082,Critical Thinking,0
2083,Collaboration,0
2084,Creativity,0
2085,Communication,0
2086,Collaboration,0
2087,Critical Thinking,0
2088,Communication,0
2089,Creativity,0
2090,Collaboration,0
2091,Creativity,0
2092,Creativity,1
2093,Critical Thinking,0
2094,Communication,0
2095,Collaboration,0
2096,Creativity,0
2097,Communication,0
2098,Communication,0
2099,Creativity,0
2100,Collaboration,0
2101,Creativity,0
2102,Communication,0
2103,Critical Thinking,1
2104,Communication,0
2105,Creativity,0
2106,Collaboration,0
2107,Creativity,0
2108,Creativity,0
2109,Collaboration,0
2110,Creativity,0
2111,Critical Thinking,0
2112,Critical Thinking,1
2113,Critical Thinking,0
2114,Creativity,0
2115,Communication,0
2116,Critical Thinking,1
2117,Collaboration,0
2118,Communication,0
2119,Critical Thinking,0
2120,Creativity,0
2121,Creativity,1
2122,Communication,0
2123,Creativity,0
2124,Collaboration,0
2125,Creativity,0
2126,Communication,0
2127,Communication,0
2128,Critical Thinking,0
2129,Creativity,0
2130,Collaboration,1
2131,Critical Thinking,0
2132,Critical Thinking,0
2133,Communication,0
2134,Communication,0
2135,Communication,0
2136,Creativity,0
2137,Critical Thinking,0
2138,Communication,0
2139,Critical Thinking,0
2140,Creativity,0
2141,Creativity,1
2142,Communication,0
2143,Communication,0
2144,Collaboration,0
2145,Collaboration,1
2146,Creativity,0
2147,Collaboration,0
2148,Collaboration,0
2149,Collaboration,0
2150,Creativity,0
2151,Collaboration,0
2152,Critical Thinking,0
2153,Communication,1
2154,Creativity,1
2155,Critical Thinking,0
2156,Critical Thinking,0
2157,Critical Thinking,0
2158,Collaboration,0
2159,Collaboration,0
2160,Communication,0
2161,Communication,0
2162,Communication,0
2163,Collaboration,0
2164,Creativity,0
2165,Collaboration,0
2166,Creativity,0
2167,Communication,0
2168,Critical Thinking,0
2169,Communication,0
2170,Collaboration,0
2171,Communication,0
2172,Critical Thinking,1
2173,Critical Thinking,0
2174,Creativity,0
2175,Critical Thinking,0
2176,Creativity,0
2177,Collaboration,1
2178,Communication,0
2179,Communication,0
2180,Communication,0
2181,Collaboration,0
2182,Critical Thinking,0
2183,Critical Thinking,0
2184,Collaboration,0
2185,Communication,0
2186,Creativity,1
2187,Creativity,0
2188,Creativity,0
2189,Creativity,0
2190,Communication,0
2191,Collaboration,0
2192,Creativity,0
2193,Communication,0
2194,Communication,0
2195,Critical Thinking,0
2196,Collaboration,0
2197,Collaboration,0
2198,Creativity,0
2199,Communication,1
2200,Collaboration,1
2201,Creativity,0
2202,Critical Thinking,0
2203,Collaboration,0
2204,Critical Thinking,0
2205,Communication,1
2206,Creativity,0
2207,Collaboration,0
2208,Creativity,0
2209,Collaboration,0
2210,Creativity,0
2211,Creativity,0
2212,Creativity,0
2213,Critical Thinking,0
2214,Creativity,0
2215,Communication,0
2216,Collaboration,0
2217,Creativity,0
2218,Collaboration,0
2219,Creativity,1
2220,Critical Thinking,1
2221,Communication,1
2222,Communication,0
2223,Critical Thinking,0
2224,Critical Thinking,0
2225,Critical Thinking,1
2226,Collaboration,1
2227,Collaboration,0
2228,Communication,0
2229,Collaboration,1
2230,Collaboration,0
2231,Communication,0
2232,Critical Thinking,0
2233,Creativity,0
2234,Creativity,0
2235,Communication,0
2236,Communication,0
2237,Creativity,0
2238,Critical Thinking,0
2239,Critical Thinking,0
2240,Critical Thinking,0
2241,Creativity,0
2242,Critical Thinking,1
2243,Communication,0
2244,Creativity,0
2245,Creativity,0
2246,Communication,0
2247,Critical Thinking,0
2248,Creativity,1
2249,Communication,0
2250,Critical Thinking,0
2251,Critical Thinking,0
2252,Creativity,1
2253,Communication,0
2254,Creativity,1
2255,Creativity,0
2256,Communication,0
2257,Communication,0
2258,Collaboration,0
2259,Collaboration,0
2260,Collaboration,0
2261,Creativity,0
2262,Communication,0
2263,Creativity,0
2264,Collaboration,0
2265,Communication,0
2266,Communication,0
2267,Communication,0
2268,Communication,0
2269,Critical Thinking,0
2270,Communication,0
2271,Critical Thinking,0
2272,Collaboration,1
2273,Collaboration,0
2274,Communication,0
2275,Creativity,0
2276,Communication,1
2277,Communication,0
2278,Communication,0
2279,Communication,0
2280,Critical Thinking,0
2281,Collaboration,0
2282,Collaboration,0
2283,Collaboration,0
2284,Critical Thinking,0
2285,Critical Thinking,0
2286,Collaboration,0
2287,Creativity,0
2288,Collaboration,0
2289,Collaboration,1
2290,Critical Thinking,0
2291,Communication,0
2292,Collaboration,0
2293,Critical Thinking,0
2294,Communication,0
2295,Critical Thinking,0
2296,Critical Thinking,1
2297,Critical Thinking,0
2298,Critical Thinking,0
2299,Critical Thinking,0
2300,Collaboration,0
2301,Creativity,0
2302,Communication,0
2303,Communication,0
2304,Collaboration,0
2305,Creativity,0
2306,Collaboration,1
2307,Critical Thinking,0
2308,Communication,0
2309,Critical Thinking,0
2310,Collaboration,0
2311,Communication,1
2312,Creativity,0
2313,Collaboration,0
2314,Communication,0
2315,Creativity,0
2316,Critical Thinking,1
2317,Collaboration,0
2318,Collaboration,0
2319,Collaboration,0
2320,Collaboration,1
2321,Creativity,0
2322,Communication,0
2323,Communication,0
2324,Collaboration,0
2325,Creativity,0
2326,Creativity,0
2327,Creativity,0
2328,Critical Thinking,0
2329,Communication,0
2330,Critical Thinking,0
2331,Collaboration,0
2332,Critical Thinking,0
2333,Communication,1
2334,Communication,0
2335,Critical Thinking,0
2336,Collaboration,0
2337,Collaboration,0
2338,Collaboration,0
2339,Critical Thinking,0
2340,Collaboration,0
2341,Creativity,1
2342,Critical Thinking,0
2343,Critical Thinking,0
2344,Collaboration,0
2345,Creativity,0
2346,Communication,0
2347,Communication,0
2348,Collaboration,0
2349,Communication,0
2350,Critical Thinking,1
2351,Communication,0
2352,Creativity,0
2353,Communication,0
2354,Creativity,0
2355,Communication,0
2356,Critical Thinking,0
2357,Creativity,1
2358,Critical Thinking,1
2359,Communication,0
2360,Critical Thinking,0
2361,Critical Thinking,0
2362,Collaboration,0
2363,Collaboration,0
2364,Collaboration,0
2365,Communication,0
2366,Critical Thinking,0
2367,Critical Thinking,0
2368,Communication,0
2369,Collaboration,0
2370,Communication,1
2371,Communication,0
2372,Creativity,0
2373,Communication,0
2374,Collaboration,0
2375,Communication,0
2376,Collaboration,0
2377,Collaboration,0
2378,Creativity,0
2379,Collaboration,0
2380,Creativity,0
2381,Creativity,0
2382,Creativity,0
2383,Creativity,1
2384,Collaboration,0
2385,Collaboration,0
2386,Communication,0
2387,Collaboration,0
2388,Communication,1
2389,Communication,0
2390,Communication,0
2391,Collaboration,0
2392,Critical Thinking,0
2393,Collaboration,0
2394,Critical Thinking,0
2395,Creativity,0
2396,Collaboration,0
2397,Critical Thinking,0
2398,Critical Thinking,1
2399,Communication,0
2400,Communication,0
2401,Collaboration,0
2402,Critical Thinking,0
2403,Collaboration,0
2404,Collaboration,0
2405,Communication,0
2406,Communication,0
2407,Collaboration,0
2408,Critical Thinking,1
2409,Creativity,0
2410,Collaboration,0
2411,Communication,0
2412,Critical Thinking,0
2413,Collaboration,0
2414,Critical Thinking,0
2415,Communication,0
2416,Creativity,0
2417,Collaboration,0
2418,Critical Thinking,0
2419,Critical Thinking,0
2420,Collaboration,0
2421,Critical Thinking,0
2422,Critical Thinking,0
2423,Creativity,0
2424,Collaboration,0
2425,Collaboration,0
2426,Creativity,0
2427,Critical Thinking,0
2428,Creativity,0
2429,Collaboration,0
2430,Creativity,0
2431,Communication,0
2432,Creativity,0
2433,Creativity,0
2434,Collaboration,0
2435,Creativity,0
2436,Collaboration,0
2437,Collaboration,0
2438,Collaboration,0
2439,Communication,0
2440,Critical Thinking,0
2441,Communication,0
2442,Communication,0
2443,Creativity,0
2444,Creativity,0
2445,Collaboration,0
2446,Collaboration,0
2447,Collaboration,0
2448,Critical Thinking,0
2449,Critical Thinking,0
2450,Collaboration,0
2451,Collaboration,0
2452,Creativity,0
2453,Communication,0
2454,Collaboration,0
2455,Communication,1
2456,Critical Thinking,1
2457,Collaboration,0
2458,Communication,0
2459,Collaboration,0
2460,Collaboration,0
2461,Creativity,0
2462,Creativity,0
2463,Communication,1
2464,Communication,0
2465,Communication,0
2466,Critical Thinking,0
2467,Collaboration,0
2468,Critical Thinking,0
2469,Collaboration,0
2470,Communication,0
2471,Critical Thinking,0
2472,Creativity,0
2473,Creativity,1
2474,Communication,0
2475,Communication,0
2476,Creativity,0
2477,Critical Thinking,0
2478,Creativity,0
2479,Critical Thinking,0
2480,Creativity,0
2481,Collaboration,0
2482,Creativity,0
2483,Creativity,0
2484,Critical Thinking,0
2485,Collaboration,0
2486,Creativity,0
2487,Collaboration,0
2488,Creativity,1
2489,Communication,0
2490,Collaboration,0
2491,Collaboration,0
2492,Critical Thinking,0
2493,Creativity,0
2494,Collaboration,0
2495,Communication,1
2496,Collaboration,0
2497,Communication,0
2498,Creativity,1
2499,Creativity,0
2500,Collaboration,0
2501,Creativity,0
2502,Creativity,0
2503,Communication,0
2504,Creativity,0
2505,Critical Thinking,0
2506,Critical Thinking,1
2507,Creativity,0
2508,Collaboration,0
2509,Creativity,0
2510,Creativity,1
2511,Critical Thinking,0
2512,Creativity,1
2513,Collaboration,0
2514,Communication,0
2515,Communication,0
2516,Creativity,0
2517,Critical Thinking,0
2518,Collaboration,0
2519,Communication,0
2520,Communication,0
2521,Communication,0
2522,Critical Thinking,0
2523,Collaboration,0
2524,Collaboration,0
2525,Creativity,0
2526,Collaboration,0
2527,Critical Thinking,0
2528,Creativity,0
2529,Critical Thinking,0
2530,Creativity,0
2531,Communication,0
2532,Creativity,0
2533,Collaboration,0
2534,Critical Thinking,0
2535,Communication,0
2536,Creativity,0
2537,Communication,0
2538,Critical Thinking,0
2539,Creativity,0
2540,Creativity,0
2541,Communication,0
2542,Creativity,0
2543,Creativity,0
2544,Communication,1
2545,Critical Thinking,0
2546,Collaboration,0
2547,Critical Thinking,0
2548,Collaboration,0
2549,Collaboration,0
2550,Critical Thinking,0
2551,Collaboration,1
2552,Critical Thinking,0
2553,Creativity,0
2554,Creativity,0
2555,Critical Thinking,0
2556,Creativity,0
2557,Communication,0
2558,Collaboration,0
2559,Critical Thinking,0
2560,Communication,0
2561,Creativity,0
2562,Communication,0
2563,Critical Thinking,0
2564,Critical Thinking,0
2565,Collaboration,0
2566,Collaboration,0
2567,Critical Thinking,1
2568,Collaboration,0
2569,Creativity,0
2570,Creativity,0
2571,Collaboration,0
2572,Creativity,0
2573,Collaboration,0
2574,Collaboration,0
2575,Critical Thinking,0
2576,Communication,0
2577,Creativity,0
2578,Communication,0
2579,Collaboration,1
2580,Communication,0
2581,Critical Thinking,0
2582,Creativity,0
2583,Communication,0
2584,Collaboration,0
2585,Communication,0
2586,Communication,0
2587,Critical Thinking,0
2588,Communication,0
2589,Critical Thinking,0
2590,Communication,0
2591,Creativity,0
2592,Creativity,0
2593,Communication,0
2594,Communication,1
2595,Critical Thinking,0
2596,Creativity,1
2597,Collaboration,0
2598,Collaboration,0
2599,Collaboration,1
2600,Critical Thinking,0
2601,Communication,0
2602,Critical Thinking,0
2603,Communication,0
2604,Collaboration,1
2605,Critical Thinking,0
2606,Communication,0
2607,Critical Thinking,0
2608,Collaboration,0
2609,Communication,0
2610,Critical Thinking,0
2611,Creativity,0
2612,Critical Thinking,0
2613,Critical Thinking,1
2614,Communication,0
2615,Collaboration,0
2616,Critical Thinking,0
2617,Collaboration,0
2618,Collaboration,0
2619,Creativity,1
2620,Collaboration,0
2621,Creativity,1
2622,Creativity,0
2623,Collaboration,0
2624,Creativity,0
2625,Collaboration,0
2626,Creativity,0
2627,Critical Thinking,1
2628,Communication,0
2629,Collaboration,1
2630,Collaboration,0
2631,Communication,0
2632,Communication,0
2633,Critical Thinking,0
2634,Critical Thinking,1
2635,Communication,0
2636,Communication,0
2637,Creativity,0
2638,Creativity,0
2639,Creativity,0
2640,Communication,0
2641,Collaboration,0
2642,Critical Thinking,0
2643,Creativity,0
2644,Communication,0
2645,Critical Thinking,0
2646,Collaboration,0
2647,Creativity,0
2648,Communication,0
2649,Collaboration,0
2650,Collaboration,0
2651,Critical Thinking,0
2652,Collaboration,0
2653,Collaboration,0
2654,Critical Thinking,0
2655,Creativity,0
2656,Collaboration,0
2657,Creativity,0
2658,Creativity,0
2659,Critical Thinking,0
2660,Communication,0
2661,Collaboration,0
2662,Creativity,0
2663,Critical Thinking,0
2664,Communication,0
2665,Communication,0
2666,Collaboration,0
2667,Critical Thinking,0
2668,Communication,0
2669,Communication,1
2670,Collaboration,0
2671,Communication,0
2672,Collaboration,0
2673,Communication,1
2674,Critical Thinking,0
2675,Creativity,0
2676,Collaboration,0
2677,Collaboration,0
2678,Critical Thinking,1
2679,Critical Thinking,0
2680,Communication,0
2681,Collaboration,1
2682,Creativity,0
2683,Critical Thinking,0
2684,Collaboration,0
2685,Collaboration,0
2686,Critical Thinking,0
2687,Critical Thinking,0
2688,Collaboration,0
2689,Collaboration,0
2690,Collaboration,0
